,status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit
2735,3,12,critical account/other credits elsewhere,others,783,... >= 1000 DM,2,3,male : married/widowed,none,2,unknown / no property,26,stores,rent,1,unskilled - resident,3 or more,no,no,0
2736,1,28,critical account/other credits elsewhere,others,783,... >= 1000 DM,2,3,male : married/widowed,guarantor,2,unknown / no property,61,stores,rent,1,unemployed/unskilled - non-resident,3 or more,no,no,0
2737,3,12,critical account/other credits elsewhere,others,783,... >= 1000 DM,2,1,male : married/widowed,none,2,unknown / no property,26,stores,rent,1,unskilled - resident,3 or more,no,no,0
2738,2,11,critical account/other credits elsewhere,others,6527,... >= 1000 DM,2,0,male : married/widowed,none,0,real estate,34,none,own,1,skilled employee/official,3 or more,yes (under customer name),no,0
2739,2,60,no credits taken/all credits paid back duly,others,6527,... >= 1000 DM,2,0,male : married/widowed,none,0,real estate,45,bank,own,1,skilled employee/official,3 or more,yes (under customer name),no,0
2740,2,60,no credits taken/all credits paid back duly,others,6527,... <  100 DM,2,0,male : married/widowed,none,0,real estate,34,none,own,1,skilled employee/official,3 or more,no,no,0
2741,0,48,all credits at this bank paid back duly,car (new),6143,unknown/no savings account,4,0,female : non-single or male : single,none,0,real estate,56,stores,own,3-Feb,unskilled - resident,0 to 2,no,no,1
2742,1,5,all credits at this bank paid back duly,car (new),6143,unknown/no savings account,4,0,female : non-single or male : single,none,0,real estate,58,stores,own,3-Feb,unskilled - resident,0 to 2,no,no,1
2743,1,8,all credits at this bank paid back duly,car (new),6143,unknown/no savings account,4,0,female : non-single or male : single,none,0,real estate,58,stores,own,3-Feb,unskilled - resident,0 to 2,no,no,1
2744,2,48,delay in paying off in the past,others,8487,unknown/no savings account,3,3,female : non-single or male : single,none,2,building soc. savings agr./life insurance,24,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,0
2745,2,48,critical account/other credits elsewhere,others,1275,unknown/no savings account,3,3,female : non-single or male : single,none,2,building soc. savings agr./life insurance,24,none,rent,1,skilled employee/official,0 to 2,no,no,0
2746,2,48,no credits taken/all credits paid back duly,others,783,... >= 1000 DM,3,0,female : non-single or male : single,none,2,building soc. savings agr./life insurance,24,none,rent,1,skilled employee/official,3 or more,no,no,0
2747,1,24,delay in paying off in the past,car (used),3021,unknown/no savings account,2,0,male : divorced/separated,none,2,unknown / no property,24,none,for free,1,unskilled - resident,0 to 2,no,no,0
2748,1,24,no credits taken/all credits paid back duly,car (used),15945,unknown/no savings account,2,2,male : divorced/separated,none,2,unknown / no property,24,none,for free,1,unskilled - resident,0 to 2,no,no,0
2749,1,24,critical account/other credits elsewhere,car (used),15945,unknown/no savings account,2,2,male : divorced/separated,none,2,unknown / no property,24,none,for free,1,unskilled - resident,0 to 2,no,no,0
2750,0,12,no credits taken/all credits paid back duly,domestic appliances,1123,100 <= ... <  500 DM,2,0,female : non-single or male : single,none,0,building soc. savings agr./life insurance,29,none,for free,1,skilled employee/official,0 to 2,no,no,1
2751,0,12,no credits taken/all credits paid back duly,car (used),1123,100 <= ... <  500 DM,2,0,female : non-single or male : single,none,0,real estate,29,none,own,1,unskilled - resident,0 to 2,no,no,1
2752,0,12,no credits taken/all credits paid back duly,car (used),1123,100 <= ... <  500 DM,2,0,female : non-single or male : single,none,0,building soc. savings agr./life insurance,29,none,for free,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,1
2753,1,4,all credits at this bank paid back duly,repairs,8065,unknown/no savings account,2,1,female : non-single or male : single,none,2,real estate,75,none,rent,3-Feb,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,1
2754,0,36,all credits at this bank paid back duly,repairs,8065,unknown/no savings account,2,1,female : non-single or male : single,none,2,real estate,32,none,rent,3-Feb,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,1
2755,0,36,all credits at this bank paid back duly,repairs,3966,unknown/no savings account,2,1,female : non-single or male : single,none,2,real estate,25,none,rent,3-Feb,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,1
2756,2,16,critical account/other credits elsewhere,others,1201,unknown/no savings account,1,0,male : married/widowed,none,3,car or other,26,none,rent,1,skilled employee/official,0 to 2,no,no,0
2757,2,24,critical account/other credits elsewhere,others,1201,unknown/no savings account,1,0,male : married/widowed,none,3,car or other,54,none,rent,1,skilled employee/official,0 to 2,no,no,0
2758,2,24,no credits taken/all credits paid back duly,others,1201,unknown/no savings account,1,0,male : married/widowed,none,3,car or other,26,bank,for free,1,skilled employee/official,0 to 2,no,no,0
2759,1,39,delay in paying off in the past,car (used),2132,... >= 1000 DM,1,2,female : non-single or male : single,co-applicant,1,unknown / no property,27,none,own,3-Feb,skilled employee/official,0 to 2,no,no,0
2760,1,18,existing credits paid back duly till now,car (used),2132,... >= 1000 DM,1,2,female : non-single or male : single,co-applicant,3,unknown / no property,20,none,for free,3-Feb,skilled employee/official,0 to 2,no,no,0
2761,1,18,existing credits paid back duly till now,car (used),2132,... >= 1000 DM,1,2,female : non-single or male : single,co-applicant,1,unknown / no property,20,none,for free,3-Feb,skilled employee/official,0 to 2,no,no,0
2762,2,27,all credits at this bank paid back duly,car (used),1221,... >= 1000 DM,2,0,female : single,none,2,car or other,27,none,rent,5-Apr,manager/self-empl./highly qualif. employee,0 to 2,no,no,0
2763,3,6,critical account/other credits elsewhere,car (used),1221,... >= 1000 DM,2,3,female : single,none,2,car or other,27,bank,rent,3-Feb,skilled employee/official,3 or more,no,no,0
2764,2,6,critical account/other credits elsewhere,car (used),2812,... >= 1000 DM,2,0,female : single,none,2,car or other,27,none,rent,3-Feb,skilled employee/official,0 to 2,no,no,0
2765,2,9,no credits taken/all credits paid back duly,car (used),918,unknown/no savings account,2,0,male : married/widowed,none,3,car or other,30,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,1
2766,2,9,no credits taken/all credits paid back duly,car (used),1493,unknown/no savings account,2,0,female : non-single or male : single,none,3,car or other,30,none,rent,3-Feb,skilled employee/official,0 to 2,no,no,1
2767,2,9,no credits taken/all credits paid back duly,car (used),918,unknown/no savings account,2,0,female : non-single or male : single,none,3,car or other,58,none,rent,1,skilled employee/official,0 to 2,no,no,0
2768,1,21,existing credits paid back duly till now,furniture/equipment,1591,100 <= ... <  500 DM,3,0,male : married/widowed,none,1,unknown / no property,20,none,rent,3-Feb,manager/self-empl./highly qualif. employee,0 to 2,no,no,0
2769,3,21,existing credits paid back duly till now,car (used),1591,... <  100 DM,0,0,female : non-single or male : single,none,1,car or other,24,none,rent,3-Feb,unemployed/unskilled - non-resident,0 to 2,no,no,0
2770,2,21,delay in paying off in the past,car (used),1591,... <  100 DM,3,0,male : married/widowed,none,1,unknown / no property,34,none,for free,3-Feb,unemployed/unskilled - non-resident,3 or more,no,no,0
2771,1,21,existing credits paid back duly till now,domestic appliances,2993,unknown/no savings account,2,1,male : married/widowed,none,2,unknown / no property,28,stores,rent,3-Feb,unskilled - resident,0 to 2,no,no,0
2772,3,48,existing credits paid back duly till now,car (new),2993,unknown/no savings account,2,1,male : married/widowed,none,2,unknown / no property,28,stores,rent,3-Feb,unskilled - resident,0 to 2,no,no,0
2773,2,48,existing credits paid back duly till now,car (new),2993,unknown/no savings account,2,1,male : married/widowed,none,2,unknown / no property,28,stores,rent,3-Feb,unskilled - resident,0 to 2,no,no,0
2774,3,54,all credits at this bank paid back duly,furniture/equipment,1360,unknown/no savings account,2,0,male : married/widowed,co-applicant,2,car or other,31,stores,rent,3-Feb,skilled employee/official,0 to 2,no,no,0
2775,2,15,critical account/other credits elsewhere,repairs,1360,unknown/no savings account,2,0,male : divorced/separated,none,2,car or other,31,none,rent,3-Feb,skilled employee/official,0 to 2,no,no,0
2776,2,42,all credits at this bank paid back duly,furniture/equipment,1360,unknown/no savings account,2,0,male : married/widowed,co-applicant,2,car or other,31,none,rent,3-Feb,unskilled - resident,0 to 2,no,no,0
2777,1,24,critical account/other credits elsewhere,car (new),6615,unknown/no savings account,0,2,male : married/widowed,none,0,real estate,75,none,own,3-Feb,manager/self-empl./highly qualif. employee,0 to 2,no,no,0
2778,1,24,critical account/other credits elsewhere,car (new),6615,unknown/no savings account,0,2,male : married/widowed,none,0,real estate,75,none,rent,3-Feb,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,0
2779,1,24,critical account/other credits elsewhere,car (new),6615,unknown/no savings account,2,2,male : married/widowed,none,0,real estate,75,none,own,3-Feb,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,0
2780,0,18,no credits taken/all credits paid back duly,furniture/equipment,433,unknown/no savings account,0,1,female : non-single or male : single,guarantor,0,unknown / no property,30,none,for free,1,skilled employee/official,0 to 2,no,no,1
2781,0,18,no credits taken/all credits paid back duly,furniture/equipment,433,unknown/no savings account,0,1,female : non-single or male : single,co-applicant,0,unknown / no property,66,none,for free,1,skilled employee/official,0 to 2,no,yes,1
2782,0,4,no credits taken/all credits paid back duly,furniture/equipment,433,unknown/no savings account,0,1,female : non-single or male : single,co-applicant,0,unknown / no property,41,none,for free,1,skilled employee/official,0 to 2,no,no,1
2783,2,15,critical account/other credits elsewhere,car (new),3594,unknown/no savings account,1,2,female : non-single or male : single,none,2,real estate,46,stores,own,3-Feb,unskilled - resident,0 to 2,no,no,0
2784,1,15,critical account/other credits elsewhere,domestic appliances,3594,unknown/no savings account,1,0,female : non-single or male : single,none,2,car or other,28,none,own,3-Feb,unskilled - resident,0 to 2,no,no,0
2785,1,30,existing credits paid back duly till now,car (new),14782,unknown/no savings account,1,3,female : non-single or male : single,none,2,car or other,46,none,rent,3-Feb,skilled employee/official,3 or more,no,no,0
2786,1,12,no credits taken/all credits paid back duly,others,1842,unknown/no savings account,1,0,female : non-single or male : single,none,0,building soc. savings agr./life insurance,34,none,rent,1,skilled employee/official,3 or more,yes (under customer name),no,1
2787,1,36,no credits taken/all credits paid back duly,furniture/equipment,1842,unknown/no savings account,1,3,female : non-single or male : single,none,0,building soc. savings agr./life insurance,34,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,0
2788,1,36,no credits taken/all credits paid back duly,furniture/equipment,1842,unknown/no savings account,1,0,female : non-single or male : single,none,0,building soc. savings agr./life insurance,34,bank,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,1
2789,3,9,critical account/other credits elsewhere,retraining,1449,unknown/no savings account,3,1,female : non-single or male : single,none,2,building soc. savings agr./life insurance,27,none,rent,3-Feb,skilled employee/official,0 to 2,no,no,0
2790,3,9,critical account/other credits elsewhere,retraining,1449,unknown/no savings account,3,1,female : non-single or male : single,none,0,building soc. savings agr./life insurance,27,none,rent,3-Feb,skilled employee/official,0 to 2,no,no,0
2791,2,42,no credits taken/all credits paid back duly,retraining,1449,unknown/no savings account,3,1,female : non-single or male : single,none,2,building soc. savings agr./life insurance,27,none,rent,3-Feb,skilled employee/official,3 or more,no,no,0
2792,2,42,critical account/other credits elsewhere,retraining,5954,unknown/no savings account,3,2,female : non-single or male : single,none,2,real estate,41,bank,rent,3-Feb,skilled employee/official,0 to 2,no,no,0
2793,0,42,critical account/other credits elsewhere,retraining,5954,unknown/no savings account,0,2,female : non-single or male : single,none,3,real estate,41,bank,rent,3-Feb,unskilled - resident,0 to 2,no,no,0
2794,2,42,delay in paying off in the past,retraining,5954,unknown/no savings account,0,2,female : non-single or male : single,none,0,unknown / no property,41,none,own,3-Feb,unskilled - resident,0 to 2,no,no,0
2795,2,15,no credits taken/all credits paid back duly,furniture/equipment,1444,... <  100 DM,1,0,female : single,none,3,car or other,23,none,rent,1,skilled employee/official,0 to 2,no,no,0
2796,2,47,critical account/other credits elsewhere,furniture/equipment,1444,... >= 1000 DM,1,0,male : married/widowed,none,3,car or other,23,none,for free,1,skilled employee/official,0 to 2,no,no,0
2797,2,15,critical account/other credits elsewhere,furniture/equipment,1444,500 <= ... < 1000 DM,1,0,male : married/widowed,none,3,car or other,23,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,0
2798,0,36,no credits taken/all credits paid back duly,car (new),691,unknown/no savings account,1,3,female : single,none,0,building soc. savings agr./life insurance,28,none,for free,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,1
2799,2,36,no credits taken/all credits paid back duly,car (new),9398,unknown/no savings account,1,3,female : single,none,0,building soc. savings agr./life insurance,42,none,for free,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),yes,1
2800,2,13,no credits taken/all credits paid back duly,car (new),9398,unknown/no savings account,1,3,female : single,none,0,building soc. savings agr./life insurance,28,none,for free,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),yes,1
2801,0,36,existing credits paid back duly till now,retraining,7980,... >= 1000 DM,3,0,male : married/widowed,none,0,building soc. savings agr./life insurance,27,none,for free,5-Apr,skilled employee/official,0 to 2,yes (under customer name),no,1
2802,0,36,existing credits paid back duly till now,retraining,1331,... >= 1000 DM,1,0,male : married/widowed,none,0,building soc. savings agr./life insurance,27,none,own,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,1
2803,0,36,existing credits paid back duly till now,retraining,7980,... >= 1000 DM,4,0,male : divorced/separated,none,0,building soc. savings agr./life insurance,27,none,for free,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,1
2804,3,12,delay in paying off in the past,car (used),1768,unknown/no savings account,0,1,male : married/widowed,none,2,unknown / no property,24,none,for free,>= 6,unskilled - resident,0 to 2,no,no,0
2805,3,60,no credits taken/all credits paid back duly,car (used),1768,unknown/no savings account,1,1,male : married/widowed,none,2,unknown / no property,24,none,for free,1,unskilled - resident,0 to 2,no,no,0
2806,1,39,no credits taken/all credits paid back duly,car (used),1185,unknown/no savings account,2,1,male : married/widowed,none,2,unknown / no property,24,none,for free,3-Feb,unskilled - resident,0 to 2,no,no,0
2807,1,30,critical account/other credits elsewhere,car (new),7596,... >= 1000 DM,4,3,female : single,none,0,real estate,63,stores,rent,3-Feb,skilled employee/official,0 to 2,no,no,0
2808,0,30,existing credits paid back duly till now,others,7596,... >= 1000 DM,0,3,male : married/widowed,none,0,building soc. savings agr./life insurance,63,stores,for free,3-Feb,skilled employee/official,0 to 2,no,no,0
2809,0,30,existing credits paid back duly till now,others,7596,... >= 1000 DM,0,2,male : married/widowed,none,0,building soc. savings agr./life insurance,63,stores,for free,3-Feb,skilled employee/official,0 to 2,no,no,0
2810,1,24,all credits at this bank paid back duly,car (used),3349,100 <= ... <  500 DM,1,0,male : married/widowed,none,0,real estate,62,none,own,1,skilled employee/official,3 or more,yes (under customer name),no,1
2811,1,24,all credits at this bank paid back duly,car (used),3349,100 <= ... <  500 DM,1,0,male : married/widowed,none,0,real estate,30,none,own,1,manager/self-empl./highly qualif. employee,3 or more,yes (under customer name),no,1
2812,1,11,all credits at this bank paid back duly,car (used),3349,100 <= ... <  500 DM,1,0,male : married/widowed,none,0,real estate,30,none,own,1,skilled employee/official,3 or more,yes (under customer name),no,1
2813,3,60,no credits taken/all credits paid back duly,others,13756,... >= 1000 DM,4,2,male : married/widowed,none,0,real estate,63,bank,own,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,0
2814,2,60,no credits taken/all credits paid back duly,others,13756,... >= 1000 DM,4,2,male : married/widowed,none,0,real estate,63,bank,own,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,0
2815,2,60,all credits at this bank paid back duly,others,13756,... >= 1000 DM,4,2,male : married/widowed,none,0,real estate,23,bank,own,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,0
2816,1,9,no credits taken/all credits paid back duly,furniture/equipment,2302,unknown/no savings account,2,0,male : divorced/separated,none,0,building soc. savings agr./life insurance,31,none,for free,1,skilled employee/official,0 to 2,no,no,1
2817,1,10,no credits taken/all credits paid back duly,furniture/equipment,2302,unknown/no savings account,2,0,male : divorced/separated,none,0,building soc. savings agr./life insurance,59,none,for free,1,skilled employee/official,0 to 2,no,no,1
2818,1,36,no credits taken/all credits paid back duly,furniture/equipment,2302,unknown/no savings account,3,0,male : divorced/separated,none,3,building soc. savings agr./life insurance,31,none,for free,1,skilled employee/official,0 to 2,no,no,0
2819,2,30,delay in paying off in the past,retraining,2503,... <  100 DM,4,0,male : married/widowed,none,2,car or other,20,stores,own,3-Feb,skilled employee/official,0 to 2,no,no,0
2820,1,30,existing credits paid back duly till now,retraining,2503,unknown/no savings account,4,0,male : married/widowed,none,2,car or other,41,stores,rent,3-Feb,skilled employee/official,0 to 2,no,no,0
2821,2,30,critical account/other credits elsewhere,retraining,2503,... <  100 DM,4,0,male : married/widowed,none,2,real estate,41,stores,for free,3-Feb,skilled employee/official,0 to 2,no,no,0
2822,2,24,delay in paying off in the past,furniture/equipment,1553,... <  100 DM,0,1,female : non-single or male : single,none,2,car or other,23,none,for free,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,0
2823,2,24,delay in paying off in the past,furniture/equipment,1553,... <  100 DM,1,1,female : non-single or male : single,none,2,car or other,23,none,for free,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,0
2824,2,24,existing credits paid back duly till now,furniture/equipment,1553,100 <= ... <  500 DM,1,1,female : non-single or male : single,none,2,car or other,23,none,for free,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,0
2825,2,12,delay in paying off in the past,furniture/equipment,1493,unknown/no savings account,1,0,female : non-single or male : single,none,1,building soc. savings agr./life insurance,34,none,rent,1,skilled employee/official,3 or more,no,no,0
2826,2,36,no credits taken/all credits paid back duly,furniture/equipment,1493,unknown/no savings account,1,0,female : non-single or male : single,none,1,building soc. savings agr./life insurance,34,none,rent,1,skilled employee/official,3 or more,no,no,0
2827,3,12,no credits taken/all credits paid back duly,furniture/equipment,1493,unknown/no savings account,1,0,female : non-single or male : single,none,1,building soc. savings agr./life insurance,34,none,for free,1,skilled employee/official,3 or more,no,no,0
2828,1,11,critical account/other credits elsewhere,others,3905,unknown/no savings account,2,2,male : married/widowed,none,2,car or other,31,none,for free,3-Feb,skilled employee/official,3 or more,no,no,0
2829,1,11,critical account/other credits elsewhere,others,3905,unknown/no savings account,4,2,male : married/widowed,none,2,unknown / no property,36,none,for free,3-Feb,skilled employee/official,3 or more,no,no,0
2830,1,72,all credits at this bank paid back duly,others,3905,unknown/no savings account,2,1,male : married/widowed,none,2,unknown / no property,26,none,for free,3-Feb,skilled employee/official,3 or more,no,no,0
2831,2,60,no credits taken/all credits paid back duly,car (used),1521,unknown/no savings account,2,0,male : divorced/separated,none,2,building soc. savings agr./life insurance,31,none,rent,1,unskilled - resident,0 to 2,no,no,0
2832,2,39,no credits taken/all credits paid back duly,car (used),1521,unknown/no savings account,2,0,male : divorced/separated,none,2,building soc. savings agr./life insurance,31,none,rent,1,unskilled - resident,0 to 2,no,no,0
2833,2,45,no credits taken/all credits paid back duly,car (used),1521,unknown/no savings account,2,0,male : divorced/separated,none,2,building soc. savings agr./life insurance,31,none,for free,1,unskilled - resident,0 to 2,no,no,0
2834,0,4,no credits taken/all credits paid back duly,repairs,601,unknown/no savings account,0,0,female : non-single or male : single,co-applicant,1,unknown / no property,23,none,for free,1,unskilled - resident,3 or more,no,no,0
2835,3,4,critical account/other credits elsewhere,car (used),601,unknown/no savings account,1,3,female : non-single or male : single,none,1,unknown / no property,23,none,rent,1,unskilled - resident,3 or more,no,no,0
2836,1,4,critical account/other credits elsewhere,car (used),601,unknown/no savings account,1,3,female : non-single or male : single,none,1,building soc. savings agr./life insurance,23,none,for free,1,unskilled - resident,3 or more,no,no,0
2837,2,48,existing credits paid back duly till now,retraining,6681,unknown/no savings account,2,1,male : married/widowed,none,0,real estate,38,none,own,1,skilled employee/official,3 or more,yes (under customer name),no,0
2838,2,48,critical account/other credits elsewhere,retraining,6681,500 <= ... < 1000 DM,2,0,male : married/widowed,none,0,real estate,38,none,own,1,skilled employee/official,3 or more,yes (under customer name),no,0
2839,2,48,no credits taken/all credits paid back duly,retraining,6681,unknown/no savings account,2,0,male : married/widowed,none,0,real estate,38,none,own,1,skilled employee/official,3 or more,yes (under customer name),no,0
2840,2,18,critical account/other credits elsewhere,furniture/equipment,3213,100 <= ... <  500 DM,1,1,female : single,none,1,unknown / no property,25,none,for free,1,skilled employee/official,0 to 2,no,no,0
2841,2,18,critical account/other credits elsewhere,furniture/equipment,3213,100 <= ... <  500 DM,1,3,female : single,none,1,unknown / no property,25,bank,for free,1,skilled employee/official,0 to 2,no,no,0
