,status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit
1325,3,60,no credits taken/all credits paid back duly,others,6527,100 <= ... <  500 DM,2,0,male : married/widowed,none,0,real estate,34,none,own,1,skilled employee/official,3 or more,yes (under customer name),no,0
1326,2,60,no credits taken/all credits paid back duly,others,6527,500 <= ... < 1000 DM,2,0,male : married/widowed,none,0,real estate,34,none,own,1,skilled employee/official,3 or more,yes (under customer name),no,0
1327,0,14,all credits at this bank paid back duly,car (new),6143,unknown/no savings account,4,0,female : non-single or male : single,none,0,real estate,58,stores,own,3-Feb,unskilled - resident,0 to 2,no,no,1
1328,1,9,all credits at this bank paid back duly,car (new),6143,unknown/no savings account,4,0,male : divorced/separated,none,0,real estate,58,stores,own,3-Feb,unskilled - resident,0 to 2,no,no,1
1329,2,48,no credits taken/all credits paid back duly,others,8487,unknown/no savings account,3,3,female : non-single or male : single,none,2,real estate,24,none,rent,1,skilled employee/official,0 to 2,no,no,0
1330,2,48,no credits taken/all credits paid back duly,others,8487,unknown/no savings account,3,3,female : non-single or male : single,none,2,building soc. savings agr./life insurance,24,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,0
1331,1,72,no credits taken/all credits paid back duly,vacation,3021,unknown/no savings account,2,2,male : divorced/separated,none,2,unknown / no property,24,none,for free,1,unskilled - resident,0 to 2,no,no,0
1332,1,24,critical account/other credits elsewhere,domestic appliances,3021,unknown/no savings account,2,2,male : divorced/separated,none,2,unknown / no property,24,none,for free,1,unskilled - resident,0 to 2,no,no,0
1333,0,12,no credits taken/all credits paid back duly,car (used),1123,100 <= ... <  500 DM,2,0,female : non-single or male : single,none,0,building soc. savings agr./life insurance,47,none,for free,5-Apr,unskilled - resident,0 to 2,no,no,1
1334,0,60,no credits taken/all credits paid back duly,car (used),1123,100 <= ... <  500 DM,2,0,female : non-single or male : single,none,0,building soc. savings agr./life insurance,29,none,own,1,unskilled - resident,0 to 2,no,no,0
1335,1,36,all credits at this bank paid back duly,repairs,8065,... >= 1000 DM,2,1,female : non-single or male : single,none,2,real estate,54,none,rent,3-Feb,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,1
1336,1,36,all credits at this bank paid back duly,repairs,1740,unknown/no savings account,2,1,female : non-single or male : single,none,2,real estate,58,none,rent,3-Feb,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,1
1337,2,24,no credits taken/all credits paid back duly,others,1201,unknown/no savings account,1,0,male : married/widowed,none,3,car or other,48,none,for free,1,skilled employee/official,0 to 2,no,no,0
1338,2,24,no credits taken/all credits paid back duly,others,1201,unknown/no savings account,1,0,male : married/widowed,none,3,car or other,26,bank,rent,5-Apr,skilled employee/official,0 to 2,no,no,0
1339,1,47,no credits taken/all credits paid back duly,car (used),2132,unknown/no savings account,1,2,female : non-single or male : single,co-applicant,1,unknown / no property,27,none,for free,3-Feb,skilled employee/official,0 to 2,no,yes,0
1340,1,54,all credits at this bank paid back duly,car (used),2132,... >= 1000 DM,1,0,female : non-single or male : single,co-applicant,1,building soc. savings agr./life insurance,27,bank,for free,3-Feb,skilled employee/official,0 to 2,no,yes,0
1341,1,6,critical account/other credits elsewhere,car (used),1221,... >= 1000 DM,2,3,female : single,none,2,car or other,27,none,own,3-Feb,skilled employee/official,0 to 2,no,no,0
1342,1,6,critical account/other credits elsewhere,repairs,1221,... >= 1000 DM,2,3,female : single,none,2,car or other,27,none,own,3-Feb,skilled employee/official,0 to 2,no,no,0
1343,3,9,no credits taken/all credits paid back duly,car (used),918,unknown/no savings account,2,0,female : non-single or male : single,guarantor,3,car or other,30,none,rent,1,skilled employee/official,0 to 2,no,no,0
1344,2,9,no credits taken/all credits paid back duly,car (used),918,unknown/no savings account,0,0,female : non-single or male : single,none,3,car or other,30,none,rent,1,skilled employee/official,0 to 2,no,yes,1
1345,1,21,existing credits paid back duly till now,car (used),1591,100 <= ... <  500 DM,3,0,male : married/widowed,none,1,unknown / no property,66,bank,rent,3-Feb,manager/self-empl./highly qualif. employee,0 to 2,no,no,0
1346,1,21,existing credits paid back duly till now,car (used),1591,... <  100 DM,3,0,male : married/widowed,none,1,unknown / no property,66,bank,rent,3-Feb,manager/self-empl./highly qualif. employee,0 to 2,no,no,0
1347,0,36,existing credits paid back duly till now,others,2993,unknown/no savings account,2,1,male : married/widowed,none,2,unknown / no property,28,stores,rent,3-Feb,unskilled - resident,0 to 2,no,no,0
1348,0,60,existing credits paid back duly till now,repairs,2993,unknown/no savings account,2,1,male : married/widowed,none,2,unknown / no property,28,stores,rent,3-Feb,unskilled - resident,0 to 2,no,no,0
1349,2,15,critical account/other credits elsewhere,furniture/equipment,1360,unknown/no savings account,2,0,male : married/widowed,none,0,car or other,31,none,rent,3-Feb,skilled employee/official,0 to 2,no,no,0
1350,2,15,critical account/other credits elsewhere,furniture/equipment,1360,unknown/no savings account,2,0,female : non-single or male : single,none,2,car or other,31,none,rent,3-Feb,skilled employee/official,0 to 2,no,no,0
1351,1,24,critical account/other credits elsewhere,radio/television,6615,unknown/no savings account,0,2,male : married/widowed,none,0,real estate,75,none,own,3-Feb,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,0
1352,1,24,critical account/other credits elsewhere,retraining,6615,unknown/no savings account,0,2,male : married/widowed,none,2,real estate,75,none,own,3-Feb,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,0
1353,0,18,no credits taken/all credits paid back duly,furniture/equipment,433,unknown/no savings account,0,1,female : non-single or male : single,guarantor,0,unknown / no property,45,none,for free,1,skilled employee/official,0 to 2,no,no,1
1354,0,18,no credits taken/all credits paid back duly,retraining,433,... >= 1000 DM,0,1,female : non-single or male : single,co-applicant,0,unknown / no property,22,none,for free,1,skilled employee/official,0 to 2,no,no,0
1355,1,15,critical account/other credits elsewhere,radio/television,3594,unknown/no savings account,1,3,female : non-single or male : single,none,2,car or other,46,none,rent,1,unskilled - resident,0 to 2,yes (under customer name),no,0
1356,0,42,existing credits paid back duly till now,business,14027,unknown/no savings account,1,0,female : non-single or male : single,none,2,car or other,46,none,for free,3-Feb,unskilled - resident,0 to 2,no,no,0
1357,1,6,no credits taken/all credits paid back duly,others,1842,500 <= ... < 1000 DM,1,0,female : non-single or male : single,none,0,building soc. savings agr./life insurance,34,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,1
1358,0,36,no credits taken/all credits paid back duly,others,1842,unknown/no savings account,1,0,female : non-single or male : single,none,0,building soc. savings agr./life insurance,34,none,rent,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,1
1359,0,54,no credits taken/all credits paid back duly,retraining,1449,unknown/no savings account,1,1,male : divorced/separated,none,2,building soc. savings agr./life insurance,27,none,rent,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,0
1360,1,60,no credits taken/all credits paid back duly,retraining,2384,unknown/no savings account,3,1,male : divorced/separated,none,2,building soc. savings agr./life insurance,27,none,rent,3-Feb,skilled employee/official,0 to 2,no,no,0
1361,2,42,critical account/other credits elsewhere,retraining,5954,unknown/no savings account,0,2,female : non-single or male : single,none,3,unknown / no property,41,bank,rent,3-Feb,unskilled - resident,0 to 2,yes (under customer name),no,0
1362,2,42,critical account/other credits elsewhere,retraining,5954,unknown/no savings account,3,2,female : non-single or male : single,none,3,unknown / no property,41,bank,for free,3-Feb,unskilled - resident,3 or more,no,no,0
1363,2,45,no credits taken/all credits paid back duly,furniture/equipment,1444,unknown/no savings account,1,0,male : married/widowed,none,3,car or other,23,none,rent,>= 6,skilled employee/official,0 to 2,no,no,0
1364,2,42,no credits taken/all credits paid back duly,retraining,1444,unknown/no savings account,1,0,male : married/widowed,none,3,car or other,23,none,rent,1,skilled employee/official,0 to 2,no,no,0
1365,2,36,no credits taken/all credits paid back duly,car (new),2171,unknown/no savings account,1,3,female : single,none,0,building soc. savings agr./life insurance,28,none,for free,1,skilled employee/official,0 to 2,yes (under customer name),no,1
1366,2,14,no credits taken/all credits paid back duly,car (new),9398,unknown/no savings account,1,3,female : single,none,0,building soc. savings agr./life insurance,28,none,for free,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,1
1367,0,36,no credits taken/all credits paid back duly,retraining,7980,... >= 1000 DM,2,0,male : married/widowed,none,0,building soc. savings agr./life insurance,27,none,for free,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,0
1368,0,36,existing credits paid back duly till now,retraining,1164,... >= 1000 DM,1,0,male : married/widowed,none,0,building soc. savings agr./life insurance,27,none,for free,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,0
1369,2,72,no credits taken/all credits paid back duly,car (used),1768,unknown/no savings account,3,1,male : married/widowed,none,2,unknown / no property,24,none,for free,1,unskilled - resident,0 to 2,no,no,0
1370,0,47,no credits taken/all credits paid back duly,car (used),1768,unknown/no savings account,2,1,female : non-single or male : single,none,2,real estate,24,none,for free,1,unskilled - resident,0 to 2,no,no,0
1371,1,30,delay in paying off in the past,vacation,7596,unknown/no savings account,4,3,male : married/widowed,none,0,building soc. savings agr./life insurance,63,bank,rent,3-Feb,skilled employee/official,0 to 2,no,no,0
1372,3,30,critical account/other credits elsewhere,car (new),7596,unknown/no savings account,4,3,male : divorced/separated,none,0,building soc. savings agr./life insurance,63,none,for free,3-Feb,skilled employee/official,0 to 2,no,no,0
1373,1,24,all credits at this bank paid back duly,car (used),3349,100 <= ... <  500 DM,1,0,male : divorced/separated,none,0,real estate,30,none,own,1,skilled employee/official,3 or more,yes (under customer name),no,1
1374,1,24,no credits taken/all credits paid back duly,car (used),3349,100 <= ... <  500 DM,1,0,male : married/widowed,none,0,real estate,30,none,for free,1,skilled employee/official,3 or more,yes (under customer name),no,0
1375,2,60,all credits at this bank paid back duly,others,13756,... <  100 DM,4,2,male : married/widowed,none,0,real estate,63,bank,own,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,0
1376,2,60,all credits at this bank paid back duly,others,13756,500 <= ... < 1000 DM,4,2,male : married/widowed,none,0,real estate,63,bank,own,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,0
1377,0,36,no credits taken/all credits paid back duly,furniture/equipment,2302,unknown/no savings account,4,0,male : divorced/separated,none,0,building soc. savings agr./life insurance,31,none,for free,1,skilled employee/official,0 to 2,no,no,1
1378,3,36,no credits taken/all credits paid back duly,furniture/equipment,2302,... >= 1000 DM,2,0,male : divorced/separated,none,0,building soc. savings agr./life insurance,31,none,for free,1,skilled employee/official,0 to 2,no,no,0
1379,2,30,existing credits paid back duly till now,others,2503,... <  100 DM,4,0,male : married/widowed,none,2,car or other,41,stores,rent,3-Feb,manager/self-empl./highly qualif. employee,0 to 2,no,no,0
1380,2,30,existing credits paid back duly till now,repairs,7685,... <  100 DM,4,0,male : married/widowed,none,2,car or other,41,stores,rent,3-Feb,skilled employee/official,0 to 2,no,no,0
1381,2,24,critical account/other credits elsewhere,furniture/equipment,1553,... <  100 DM,2,1,female : non-single or male : single,none,2,car or other,23,none,for free,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,0
1382,2,36,existing credits paid back duly till now,furniture/equipment,1553,unknown/no savings account,3,1,female : non-single or male : single,none,2,car or other,23,none,for free,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,0
1383,2,33,no credits taken/all credits paid back duly,furniture/equipment,1493,unknown/no savings account,1,0,female : non-single or male : single,none,1,building soc. savings agr./life insurance,34,none,rent,1,skilled employee/official,3 or more,no,no,0
1384,2,45,no credits taken/all credits paid back duly,furniture/equipment,1493,unknown/no savings account,1,0,female : non-single or male : single,none,1,building soc. savings agr./life insurance,34,none,rent,1,skilled employee/official,3 or more,no,no,0
1385,1,11,critical account/other credits elsewhere,others,3905,unknown/no savings account,2,2,male : divorced/separated,none,2,unknown / no property,36,none,for free,3-Feb,skilled employee/official,3 or more,no,no,0
1386,1,11,critical account/other credits elsewhere,others,3905,unknown/no savings account,2,2,male : married/widowed,none,2,unknown / no property,36,none,own,3-Feb,skilled employee/official,3 or more,no,no,0
1387,2,54,critical account/other credits elsewhere,car (used),1521,unknown/no savings account,2,0,male : divorced/separated,none,2,building soc. savings agr./life insurance,31,none,rent,1,unskilled - resident,0 to 2,no,no,0
1388,2,10,critical account/other credits elsewhere,car (used),1521,unknown/no savings account,2,0,male : divorced/separated,none,2,building soc. savings agr./life insurance,29,none,rent,1,unskilled - resident,0 to 2,no,no,0
1389,3,60,no credits taken/all credits paid back duly,car (used),2820,unknown/no savings account,1,3,female : non-single or male : single,none,1,unknown / no property,23,none,for free,1,unskilled - resident,3 or more,no,no,0
1390,2,48,no credits taken/all credits paid back duly,car (used),601,unknown/no savings account,1,3,female : non-single or male : single,none,1,unknown / no property,23,none,for free,1,unskilled - resident,3 or more,no,no,0
1391,2,48,existing credits paid back duly till now,retraining,6681,500 <= ... < 1000 DM,2,0,male : married/widowed,none,0,real estate,50,none,own,1,skilled employee/official,3 or more,yes (under customer name),no,0
1392,2,48,existing credits paid back duly till now,retraining,6681,unknown/no savings account,2,0,male : married/widowed,none,0,real estate,38,none,own,1,skilled employee/official,3 or more,yes (under customer name),no,0
1393,2,18,delay in paying off in the past,furniture/equipment,3213,100 <= ... <  500 DM,1,0,female : single,none,1,car or other,25,none,for free,1,skilled employee/official,0 to 2,no,no,0
1394,2,18,no credits taken/all credits paid back duly,others,3213,100 <= ... <  500 DM,1,1,female : single,none,1,real estate,25,none,for free,1,skilled employee/official,0 to 2,no,no,0
1395,1,24,critical account/other credits elsewhere,car (used),1747,unknown/no savings account,1,0,male : married/widowed,co-applicant,3,car or other,24,none,rent,1,unskilled - resident,0 to 2,no,no,0
1396,1,24,no credits taken/all credits paid back duly,car (used),1747,unknown/no savings account,1,0,female : non-single or male : single,co-applicant,3,building soc. savings agr./life insurance,24,none,rent,1,unskilled - resident,0 to 2,no,no,0
1397,2,12,no credits taken/all credits paid back duly,furniture/equipment,766,100 <= ... <  500 DM,2,0,female : non-single or male : single,none,1,unknown / no property,66,none,rent,>= 6,unskilled - resident,0 to 2,no,no,1
1398,2,12,no credits taken/all credits paid back duly,vacation,766,100 <= ... <  500 DM,2,0,female : non-single or male : single,none,1,unknown / no property,66,none,rent,1,unskilled - resident,0 to 2,no,no,1
1399,1,72,no credits taken/all credits paid back duly,car (new),1352,unknown/no savings account,0,3,female : non-single or male : single,none,2,car or other,23,none,for free,1,unemployed/unskilled - non-resident,0 to 2,yes (under customer name),no,0
1400,1,60,no credits taken/all credits paid back duly,car (new),1352,100 <= ... <  500 DM,0,0,female : non-single or male : single,none,2,car or other,23,none,for free,1,unemployed/unskilled - non-resident,0 to 2,yes (under customer name),no,0
1401,2,39,no credits taken/all credits paid back duly,others,2323,... <  100 DM,4,1,male : married/widowed,none,2,real estate,19,none,for free,1,unskilled - resident,0 to 2,no,no,0
1402,2,48,no credits taken/all credits paid back duly,others,1924,... <  100 DM,2,1,male : divorced/separated,none,0,real estate,35,none,for free,1,unskilled - resident,0 to 2,no,yes,0
1403,0,54,existing credits paid back duly till now,others,2134,unknown/no savings account,2,0,male : married/widowed,none,0,building soc. savings agr./life insurance,23,none,rent,5-Apr,skilled employee/official,0 to 2,yes (under customer name),no,0
1404,3,30,delay in paying off in the past,others,2134,unknown/no savings account,2,0,male : married/widowed,none,0,building soc. savings agr./life insurance,48,none,rent,5-Apr,skilled employee/official,3 or more,yes (under customer name),no,0
1405,1,42,critical account/other credits elsewhere,domestic appliances,2333,unknown/no savings account,0,0,male : married/widowed,co-applicant,0,building soc. savings agr./life insurance,65,none,rent,3-Feb,unemployed/unskilled - non-resident,0 to 2,no,no,0
1406,1,42,all credits at this bank paid back duly,domestic appliances,3394,unknown/no savings account,1,0,male : married/widowed,co-applicant,0,building soc. savings agr./life insurance,21,none,rent,3-Feb,unemployed/unskilled - non-resident,0 to 2,no,no,0
1407,0,48,all credits at this bank paid back duly,others,2278,100 <= ... <  500 DM,2,2,male : married/widowed,none,2,real estate,44,none,for free,1,skilled employee/official,0 to 2,no,no,1
1408,0,48,all credits at this bank paid back duly,others,2969,500 <= ... < 1000 DM,2,2,male : married/widowed,none,2,real estate,44,none,own,1,skilled employee/official,0 to 2,no,no,1
1409,1,12,no credits taken/all credits paid back duly,furniture/equipment,6199,unknown/no savings account,2,0,male : married/widowed,none,2,car or other,28,none,rent,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,1
1410,1,12,all credits at this bank paid back duly,furniture/equipment,6199,100 <= ... <  500 DM,2,0,male : married/widowed,none,2,car or other,28,none,for free,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,1
1411,3,15,critical account/other credits elsewhere,others,5045,... >= 1000 DM,0,3,female : single,none,3,car or other,59,none,rent,1,skilled employee/official,3 or more,yes (under customer name),no,0
1412,3,15,critical account/other credits elsewhere,others,5045,... >= 1000 DM,4,3,female : single,none,3,car or other,59,none,rent,1,skilled employee/official,3 or more,yes (under customer name),no,0
1413,0,4,existing credits paid back duly till now,retraining,9572,unknown/no savings account,1,3,male : divorced/separated,none,3,building soc. savings agr./life insurance,28,none,rent,5-Apr,skilled employee/official,0 to 2,no,no,1
1414,0,36,existing credits paid back duly till now,retraining,9572,unknown/no savings account,3,3,male : divorced/separated,none,3,building soc. savings agr./life insurance,56,none,rent,3-Feb,skilled employee/official,0 to 2,no,no,1
1415,0,12,critical account/other credits elsewhere,retraining,1437,unknown/no savings account,1,0,female : non-single or male : single,none,3,unknown / no property,26,bank,rent,1,unemployed/unskilled - non-resident,0 to 2,no,no,1
1416,3,12,all credits at this bank paid back duly,retraining,609,unknown/no savings account,1,0,female : non-single or male : single,none,3,unknown / no property,26,bank,rent,1,unemployed/unskilled - non-resident,0 to 2,no,yes,1
1417,1,12,critical account/other credits elsewhere,others,2133,... <  100 DM,4,0,female : non-single or male : single,none,0,real estate,52,none,own,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,0
1418,1,12,critical account/other credits elsewhere,others,2133,... >= 1000 DM,4,0,female : non-single or male : single,none,2,real estate,52,none,own,1,unskilled - resident,0 to 2,yes (under customer name),no,0
1419,2,18,critical account/other credits elsewhere,retraining,1568,... <  100 DM,2,1,female : non-single or male : single,none,0,car or other,24,none,for free,1,unskilled - resident,0 to 2,no,no,0
1420,0,72,no credits taken/all credits paid back duly,retraining,1568,... <  100 DM,2,1,female : non-single or male : single,co-applicant,0,car or other,24,none,for free,1,unskilled - resident,0 to 2,no,no,0
1421,1,13,no credits taken/all credits paid back duly,repairs,1977,... >= 1000 DM,3,0,male : married/widowed,none,0,real estate,40,none,rent,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,1
1422,1,36,no credits taken/all credits paid back duly,furniture/equipment,1977,... >= 1000 DM,4,0,male : married/widowed,none,0,building soc. savings agr./life insurance,40,none,rent,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,1
1423,1,24,critical account/other credits elsewhere,car (used),5511,500 <= ... < 1000 DM,2,0,female : non-single or male : single,none,3,unknown / no property,51,none,rent,3-Feb,manager/self-empl./highly qualif. employee,0 to 2,no,no,0
1424,2,33,existing credits paid back duly till now,repairs,1516,500 <= ... < 1000 DM,2,0,female : non-single or male : single,guarantor,3,unknown / no property,43,bank,rent,3-Feb,unskilled - resident,3 or more,no,no,0
1425,2,60,no credits taken/all credits paid back duly,retraining,1493,unknown/no savings account,1,1,female : single,none,1,building soc. savings agr./life insurance,36,bank,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,0
1426,2,18,critical account/other credits elsewhere,retraining,1913,unknown/no savings account,4,1,female : single,none,1,unknown / no property,36,bank,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,0
1427,3,24,critical account/other credits elsewhere,others,3949,unknown/no savings account,1,2,male : married/widowed,guarantor,3,building soc. savings agr./life insurance,37,none,rent,1,unskilled - resident,3 or more,no,no,0
1428,3,28,critical account/other credits elsewhere,others,3949,unknown/no savings account,1,3,male : married/widowed,guarantor,3,building soc. savings agr./life insurance,37,none,for free,1,unskilled - resident,3 or more,no,no,0
1429,1,15,critical account/other credits elsewhere,others,1721,unknown/no savings account,1,2,male : divorced/separated,none,1,unknown / no property,36,none,rent,1,skilled employee/official,0 to 2,no,no,0
1430,1,15,critical account/other credits elsewhere,repairs,1721,unknown/no savings account,1,2,male : married/widowed,none,1,unknown / no property,36,none,rent,1,skilled employee/official,0 to 2,no,no,0
1431,2,18,existing credits paid back duly till now,others,2225,... >= 1000 DM,4,0,male : married/widowed,none,0,real estate,57,bank,own,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,1
1432,0,36,existing credits paid back duly till now,others,2225,unknown/no savings account,4,0,male : married/widowed,none,0,real estate,57,bank,own,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,1
1433,1,24,critical account/other credits elsewhere,vacation,3632,unknown/no savings account,2,0,female : non-single or male : single,guarantor,0,building soc. savings agr./life insurance,22,bank,for free,1,skilled employee/official,0 to 2,no,yes,0
1434,1,54,critical account/other credits elsewhere,radio/television,3632,unknown/no savings account,2,3,female : non-single or male : single,guarantor,0,building soc. savings agr./life insurance,22,bank,for free,1,skilled employee/official,0 to 2,no,yes,0
1435,0,11,no credits taken/all credits paid back duly,car (used),1459,unknown/no savings account,0,0,female : non-single or male : single,none,2,building soc. savings agr./life insurance,26,none,rent,3-Feb,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,1
1436,0,13,no credits taken/all credits paid back duly,car (used),2708,unknown/no savings account,0,0,female : non-single or male : single,none,2,building soc. savings agr./life insurance,26,none,rent,3-Feb,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,1
1437,1,24,no credits taken/all credits paid back duly,furniture/equipment,9277,unknown/no savings account,2,2,male : divorced/separated,co-applicant,0,real estate,42,none,own,1,unemployed/unskilled - non-resident,0 to 2,yes (under customer name),no,0
1438,0,24,critical account/other credits elsewhere,retraining,9277,500 <= ... < 1000 DM,2,0,male : divorced/separated,none,0,real estate,48,none,own,1,skilled employee/official,0 to 2,yes (under customer name),no,0
1439,2,47,no credits taken/all credits paid back duly,furniture/equipment,2063,unknown/no savings account,1,0,female : single,none,1,building soc. savings agr./life insurance,30,none,for free,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,0
1440,2,60,no credits taken/all credits paid back duly,furniture/equipment,2063,unknown/no savings account,1,0,female : single,none,1,building soc. savings agr./life insurance,30,none,for free,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,0
