,status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit
360020,2,12,critical account/other credits elsewhere,others,1995,... <  100 DM,1,0,male : married/widowed,none,3,building soc. savings agr./life insurance,27,none,for free,1,skilled employee/official,0 to 2,no,no,0
360021,2,12,critical account/other credits elsewhere,others,1995,... <  100 DM,1,0,male : married/widowed,none,3,real estate,27,none,rent,1,skilled employee/official,0 to 2,no,no,0
360022,3,50,no credits taken/all credits paid back duly,car (used),2186,... >= 1000 DM,1,3,female : non-single or male : single,none,0,unknown / no property,33,bank,for free,1,unskilled - resident,3 or more,no,no,0
360023,1,15,critical account/other credits elsewhere,car (used),2186,unknown/no savings account,3,3,female : non-single or male : single,none,0,unknown / no property,33,bank,for free,1,unskilled - resident,0 to 2,no,no,0
360024,0,24,all credits at this bank paid back duly,repairs,1927,... <  100 DM,2,1,female : non-single or male : single,none,2,unknown / no property,33,none,rent,3-Feb,skilled employee/official,0 to 2,no,no,0
360025,1,24,all credits at this bank paid back duly,repairs,1927,unknown/no savings account,2,1,female : non-single or male : single,none,2,building soc. savings agr./life insurance,33,none,rent,3-Feb,skilled employee/official,3 or more,no,no,0
360026,1,34,no credits taken/all credits paid back duly,car (used),2136,unknown/no savings account,2,1,male : married/widowed,none,2,unknown / no property,25,none,rent,1,unskilled - resident,0 to 2,no,no,0
360027,1,51,no credits taken/all credits paid back duly,car (used),2136,unknown/no savings account,2,1,male : married/widowed,none,2,unknown / no property,25,none,rent,1,skilled employee/official,0 to 2,no,no,0
360028,1,51,all credits at this bank paid back duly,business,6187,unknown/no savings account,3,3,female : single,none,0,building soc. savings agr./life insurance,24,none,for free,3-Feb,skilled employee/official,0 to 2,no,no,0
360029,1,59,all credits at this bank paid back duly,repairs,15195,... <  100 DM,3,3,female : single,none,0,building soc. savings agr./life insurance,24,none,for free,3-Feb,skilled employee/official,0 to 2,no,no,0
360030,2,18,delay in paying off in the past,car (used),3244,unknown/no savings account,2,3,female : non-single or male : single,none,0,building soc. savings agr./life insurance,33,bank,for free,3-Feb,skilled employee/official,0 to 2,no,no,0
360031,2,18,delay in paying off in the past,car (used),13846,unknown/no savings account,2,3,female : non-single or male : single,none,0,building soc. savings agr./life insurance,33,bank,for free,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,0
360032,1,70,all credits at this bank paid back duly,others,2797,unknown/no savings account,4,3,female : non-single or male : single,none,0,real estate,39,none,rent,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,0
360033,1,43,all credits at this bank paid back duly,others,860,unknown/no savings account,4,3,female : non-single or male : single,none,0,real estate,39,bank,rent,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,0
360034,2,7,no credits taken/all credits paid back duly,retraining,15672,unknown/no savings account,2,2,male : married/widowed,none,2,building soc. savings agr./life insurance,23,bank,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,0
360035,2,13,no credits taken/all credits paid back duly,retraining,15672,unknown/no savings account,2,2,male : married/widowed,none,2,unknown / no property,23,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,1
360036,1,24,critical account/other credits elsewhere,others,2325,unknown/no savings account,3,2,male : married/widowed,none,1,building soc. savings agr./life insurance,32,none,rent,1,skilled employee/official,0 to 2,no,no,0
360037,1,24,all credits at this bank paid back duly,others,2325,unknown/no savings account,3,2,male : married/widowed,none,1,building soc. savings agr./life insurance,32,bank,rent,1,skilled employee/official,0 to 2,no,no,0
360038,2,45,no credits taken/all credits paid back duly,others,1820,unknown/no savings account,2,2,female : single,none,2,car or other,30,none,rent,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,0
360039,2,71,no credits taken/all credits paid back duly,others,1820,unknown/no savings account,2,2,female : single,none,2,car or other,30,none,rent,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,0
